Date,0
2016-03-31,
2016-04-30,
2016-05-31,
2016-06-30,
2016-07-31,
2016-08-31,0.074
2016-09-30,0.068
2016-10-31,0.071
2016-11-30,0.068
2016-12-31,0.065
2017-01-31,0.067
2017-02-28,0.063
2017-03-31,0.056
2017-04-30,0.054
2017-05-31,0.05
2017-06-30,0.047
2017-07-31,0.046
2017-08-31,0.044
2017-09-30,0.045
2017-10-31,0.04
2017-11-30,0.039
2017-12-31,0.039
2018-01-31,0.03
2018-02-28,0.042
2018-03-31,0.043
2018-04-30,0.045
2018-05-31,0.045
2018-06-30,0.046
2018-07-31,0.04
2018-08-31,0.038
2018-09-30,0.038
2018-10-31,0.054
2018-11-30,0.055
2018-12-31,0.052
2019-01-31,0.068
2019-02-28,0.066
2019-03-31,0.067
2019-04-30,0.067
2019-05-31,0.072
2019-06-30,0.081
2019-07-31,0.082
2019-08-31,0.081
2019-09-30,0.081
2019-10-31,0.065
2019-11-30,0.065
2019-12-31,0.061
2020-01-31,0.053
2020-02-29,0.061
2020-03-31,0.095
2020-04-30,0.117
2020-05-31,0.116
2020-06-30,0.111
2020-07-31,0.119
2020-08-31,0.12
2020-09-30,0.124
2020-10-31,0.125
2020-11-30,0.134
2020-12-31,0.136
2021-01-31,0.137
2021-02-28,0.131
2021-03-31,0.096
2021-04-30,0.083
2021-05-31,0.082
2021-06-30,0.084
2021-07-31,0.076
2021-08-31,0.074
2021-09-30,0.076
2021-10-31,0.075
2021-11-30,0.058
2021-12-31,0.05
2022-01-31,0.061
2022-02-28,0.06
2022-03-31,0.061
2022-04-30,0.081
2022-05-31,0.078
2022-06-30,0.092
2022-07-31,0.104
2022-08-31,0.107
2022-09-30,0.118
2022-10-31,0.114
2022-11-30,0.142
2022-12-31,0.14
2023-01-31,0.152
2023-02-28,0.154
2023-03-31,0.16
2023-04-30,0.148
2023-05-31,0.149
2023-06-30,0.137
2023-07-31,0.133
2023-08-31,0.128
2023-09-30,0.115
2023-10-31,0.118
2023-11-30,0.111
2023-12-31,0.114
2024-01-31,0.103
2024-02-29,0.095
2024-03-31,0.094
2024-04-30,0.098
2024-05-31,0.099
2024-06-30,0.099
2024-07-31,0.098
2024-08-31,0.094
2024-09-30,0.08
2024-10-31,0.08
2024-11-30,0.065
2024-12-31,0.067
2025-01-31,0.068
2025-02-28,0.068
2025-03-31,0.063
2025-04-30,0.059
2025-05-31,0.055
2025-06-30,0.063
2025-07-31,0.063
2025-08-31,0.067
2025-09-30,0.074
2025-10-31,0.067
2025-11-30,0.067
2025-12-31,0.051
2026-01-31,0.058
2026-02-28,0.057
